monad-bayes-0.1.0.0: benchmarks
Running 1 benchmarks...
Benchmark monad-bayes-bench: RUNNING...

model,reference,algorithm,sampler,test,1024,8064,15104,22144,29184,36224,43264,50304,57344,64384
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.2074802807351173e-2,2.177142890765066e-3,2.2983621802873523e-4,2.1764269163626442e-4,1.590704086909696e-4,1.0195665069121521e-4,3.986653994150942e-5,1.0672387468285693e-4,1.1090245985705496e-4,9.84724669429427e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.829683817387987e-3,5.128854000426847e-4,6.058865736624586e-4,3.1433052699248983e-4,1.4497513100147916e-4,4.037707857658699e-5,2.9342358275149692e-5,1.1781217486839376e-4,1.3477283060305852e-4,1.175234558639562e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,3.7394463565086945e-3,3.734380930603741e-4,7.612152065550855e-4,4.791884723825703e-4,1.306352783998889e-4,2.8073551139423864e-4,1.9877887035753923e-4,8.487529529791263e-5,3.7172706938224135e-5,7.070233991707058e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,8.433715005301516e-3,1.509959955016249e-3,6.163790087799461e-4,2.000406480127633e-4,8.348997454986937e-5,3.603986474944034e-4,9.40740491609483e-5,1.838811632928004e-4,3.857993371704732e-5,7.66556177657612e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,6.452069839372002e-3,9.878794000923203e-4,2.053908981958616e-4,1.3222267673698197e-4,2.423052666039634e-4,1.370364469998257e-4,3.477000584456041e-4,1.5383585992723072e-4,7.002833970077118e-5,7.048513784057837e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.27135310058286e-3,1.9602990662137935e-3,5.385517022041238e-4,2.3527934461937917e-4,8.800827553163832e-5,6.65066901707318e-5,5.094448261436268e-5,5.9865087189854387e-5,3.946781931144351e-5,5.242159780441402e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,6.377719894493388e-3,6.365247550251824e-4,3.924534930491051e-4,5.86827477737546e-5,1.7613968391886394e-4,1.5336797646464608e-4,9.677669250420635e-5,2.6309281399675946e-4,1.1158738969257553e-4,7.192752090122564e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.0359091903884666e-2,1.7692669066617858e-3,2.1803235604143662e-4,3.78830383019928e-4,3.1568527171161773e-4,1.0116027952906058e-4,2.854834351369612e-4,2.0514409646119362e-4,1.669788098313884e-4,1.399078228037444e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,8.802786821649203e-3,6.839618300876022e-4,7.459880393152626e-4,3.3992304469463016e-4,1.218694245219179e-4,2.4150714723486738e-4,1.3377583881435417e-4,1.1770159912885645e-4,7.618911054743638e-5,4.124749660051126e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.7294411608074628e-2,5.991545867482335e-4,4.808131386555138e-4,1.8204129599603235e-4,4.151557523580894e-4,9.822055802968994e-5,7.64491790670383e-5,8.215887133236879e-5,2.8456186953297678e-5,2.2938643527837296e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,2.6299871982346417e-3,7.147207212132478e-4,5.513690907349663e-4,1.4342045517624024e-4,1.7149848450002307e-4,3.2295988869966317e-4,1.0324506414754629e-4,6.665272181333886e-5,1.090210978484959e-4,9.359997982874015e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,3.199445345516247e-3,1.4000579942159094e-3,1.659023701546271e-4,4.7901147010576985e-5,3.951147034367414e-4,3.451677813568876e-5,1.2957177403525807e-4,1.7066568487671303e-4,7.227992518168752e-5,1.7314127876072119e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.778408687394077e-3,1.117188134062242e-3,4.7301715131454775e-4,3.6436421980849047e-4,4.0756558297827235e-4,7.081588245010689e-5,2.149015635770756e-4,1.7751403057137208e-4,2.1506179521989808e-4,3.715002958523488e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,8.400697437996986e-3,1.5999156339022904e-3,3.0790269193752505e-4,2.2348959806647774e-4,1.2427414976445492e-4,1.7779688157223451e-4,1.0793699002765176e-4,1.575114631207987e-4,1.092066707705097e-4,4.196915630802337e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.0499128630843905e-2,2.0980234912278952e-3,1.3339917007980416e-4,3.110429055404234e-4,2.0890330080855783e-4,6.581895001058321e-5,1.0678893927531206e-4,1.0774836421810317e-4,1.1442904796750587e-4,1.408682745939737e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,3.8940746082721826e-3,4.832391174522607e-4,3.763384130686465e-4,3.2941365904396916e-4,1.9902927842570868e-4,2.399573503492809e-4,2.345939488304135e-4,7.726061090007944e-5,2.048846017767131e-4,1.3156143769694302e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,5.127171819521206e-3,9.460040264851304e-4,4.4926587440568275e-4,1.239753181923128e-4,1.7375739185830977e-4,2.2167898537398542e-4,3.105769829204359e-4,1.0740410110257126e-4,7.273837700467588e-5,1.228383565991301e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.2534055136056172e-2,5.788552505190884e-4,1.6708402115335952e-3,2.5196769364603e-4,1.0374232623626151e-4,6.974154850158119e-5,1.911049760633791e-4,1.1383935589406863e-4,1.6937720764126731e-4,1.449449620348584e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,5.7692870557290825e-3,5.355909770640825e-4,4.6810108776669784e-4,2.701845882071836e-4,2.0923309191828827e-4,1.008072059486909e-4,1.729235813641723e-4,5.6337692682684485e-5,6.612714015139475e-5,6.911932821448594e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.7468507259662126e-2,3.106550667019664e-4,4.934677053944114e-4,1.2440081297468734e-4,1.4715453761326362e-4,1.2505698094608339e-4,1.5622045542772797e-4,4.238626285180884e-4,2.5423825648414507e-4,9.946389892364228e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.212782354084014e-3,7.820663923372734e-4,3.8263801227907503e-4,2.2028451566567556e-4,1.1392647658084427e-4,3.9064501337214065e-4,2.801411977754137e-4,1.0020795036350732e-4,2.2520115134624003e-4,3.512216660179156e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.223561086450376e-3,8.468354537581324e-4,7.488118641436046e-4,2.674784330518212e-4,1.0196000520483071e-4,2.165303619831786e-4,1.1734858994986628e-4,6.85702522135641e-5,7.245017177692103e-5,1.7779139267394724e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,2.009236490250363e-3,1.7583730834456407e-3,8.024858221621746e-4,9.00896111604352e-5,1.6758160630211093e-4,4.2817286378316185e-4,1.4918644925771257e-4,7.390889986842828e-5,8.358015559736803e-5,1.3765997622636845e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.972496553076496e-3,1.26794560541747e-3,5.308163186409458e-4,2.516127507365347e-4,5.210479995867963e-4,1.0423810024158214e-4,1.7780627125143795e-4,2.0140690021809405e-5,2.2052807605898517e-4,1.8259242987641753e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,9.90525397408372e-3,7.491269869101111e-4,4.706548162916762e-4,4.362507778171961e-4,1.576935792975834e-4,1.0055520416352853e-4,1.1279324479018793e-4,1.2725970567476646e-4,4.2729254169053456e-5,1.736997338756608e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,7.752350515204018e-3,6.968949465472789e-4,3.6572022437560435e-4,3.2665956553804714e-4,9.016570313058605e-5,3.9583532633487685e-4,4.788930823364937e-4,7.116029981057688e-5,1.50006470423604e-4,1.3907081565443297e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,6.323558449917864e-3,2.772662203107815e-4,6.237511416447114e-4,2.0092278486698529e-4,8.922560389525863e-5,1.5223976584955768e-4,2.2476014968680512e-4,4.51715416890816e-5,8.744898090046953e-5,8.164545667488355e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,8.060547926103051e-4,8.129019767854279e-4,4.7149303513847993e-4,2.340494796249031e-4,3.106182779626949e-4,2.537184853227577e-4,1.4048644063022263e-4,6.14251809776493e-5,1.660377001280757e-4,9.576182350922553e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,6.250421060802387e-3,4.5792998086483004e-4,9.248615901457013e-4,2.669515353928907e-4,2.890095466550023e-4,1.2142611466164319e-4,9.791542519162959e-5,1.7105439965054315e-4,9.204691639879163e-5,2.1519809350867758e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,5.795023263736473e-3,7.88236302846627e-4,7.364329829426543e-4,6.081019505110455e-4,2.2194581062139475e-4,1.6537284046831214e-4,8.785165712203789e-5,1.2832748190471234e-4,3.0469718215327254e-5,1.339997943822465e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,6.418091347793503e-3,1.618377016472711e-3,4.842040275554625e-4,1.6129641742342738e-4,2.729362295616917e-4,2.2072177666952004e-4,2.369103176345941e-4,2.7586653581698306e-4,5.791109528889061e-5,4.8821600680657476e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,6.822587441086431e-3,3.277404542697286e-4,3.6035652461285103e-4,1.2034179730828866e-4,2.1094484758451366e-4,9.8468278869651e-5,8.850815696283243e-5,1.393046844727861e-4,9.586547657357595e-5,9.983462542207701e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.1866251950668385e-3,7.351960109919951e-4,4.3904796848573294e-4,2.5960750078644196e-4,7.0739298589705e-4,2.1071773282628552e-4,1.6492168081518846e-4,1.3738750316217132e-4,1.5580399814496603e-4,2.1328229459236208e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,9.929280650096947e-3,8.472860382988186e-4,2.1345302809592864e-4,7.26089079332281e-4,4.9841746501059657e-5,1.6505020491411966e-4,6.059519607135835e-5,1.1248880918942738e-4,2.6177369647796566e-4,1.5991595394624334e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.630214056044432e-3,8.310472253902754e-4,1.820722120149447e-4,4.1445297908627695e-4,1.6348755115469038e-4,3.231304365497612e-4,2.7350406466312852e-5,1.2954614986603838e-4,1.294517382029181e-4,1.7436312096678745e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,2.9536936756199266e-3,4.052207139523216e-4,4.1220549505858106e-4,6.310937731109308e-4,1.3314067095312391e-4,9.4738604396767e-5,1.6060954772810466e-4,5.776627581680169e-5,1.4059063124823197e-4,6.412969599771493e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,2.8984183415604113e-3,7.083794684623304e-4,3.1296706502281367e-4,1.1694364374946042e-4,9.314588421964216e-5,2.0760820383532034e-4,1.4246577992324072e-4,7.983558929009458e-5,8.807291441409283e-5,6.841544858849328e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,5.6429941842511926e-3,6.155147793925091e-4,7.901613181947984e-4,1.8577730907584365e-4,5.981612015992766e-4,7.071421029676724e-5,1.792225599362183e-4,1.7216097316145613e-4,6.465186700800412e-5,1.475266421636591e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,3.5734527358280707e-3,1.2885083266839176e-3,4.446638125638682e-4,3.622918693176239e-4,1.4627193247691958e-4,2.987366310398705e-4,1.6134411252067884e-4,9.083882482996517e-5,6.66546717006198e-5,1.5428729591172928e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.866235697007494e-3,9.506810567188181e-4,4.734293869662499e-4,3.0417055487529186e-4,1.8043648187660976e-4,2.27538786199658e-4,8.896123454147655e-5,1.0290177738071695e-4,4.669111138936753e-5,1.2896503336743656e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,6.581671110170892e-3,7.597791009917947e-4,6.699842905830314e-4,6.122108213662162e-4,1.8674306879194378e-4,3.355714532426728e-4,2.0708371654471446e-4,8.75602254569324e-5,5.240542582228864e-5,1.150425968966269e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,8.355813402155693e-3,5.337263377353544e-4,5.482466549467274e-4,9.183386923106858e-5,5.2104460844226144e-5,1.8046991703750057e-4,2.405394874406279e-4,1.45185344287313e-4,9.867487962374254e-5,8.21142499462783e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.9523392568311243e-3,1.3233824095909145e-3,7.051936864854366e-4,3.9886826970221274e-4,2.932032059816303e-4,2.703881334686774e-4,1.569096087852196e-4,8.630759455207208e-5,6.561948402978007e-5,8.503440170356933e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.2063386525737279e-2,6.01713764754621e-4,4.2705259765605076e-4,3.215634194541271e-4,1.0358001087084788e-4,1.798944155101442e-4,8.852287650944917e-5,1.552351232531569e-4,7.739080994220359e-6,1.3005041935715235e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,4.606232693233793e-3,8.661059628462379e-4,2.7078642870559323e-4,8.388246079992835e-5,7.445891219485298e-5,1.0357016291182243e-4,1.5363509568811631e-4,7.819774938695907e-5,1.396481681805006e-4,6.000029657993552e-5
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.2287851531329925e-2,1.0137307429264556e-3,3.860541966540286e-4,6.848725253768388e-5,2.333050330501647e-4,1.4915982415337017e-4,1.3274865569862937e-4,1.0896421049565478e-4,1.5289121822044329e-4,1.1931301551294565e-4
Dice.dice_hard,Dice.dice_hard,smc,monad-bayes sampler,KL divergence,1.1399933553882515e-2,2.96066388273215e-4,2.677409593548471e-4,2.0194198938125886e-4,3.1524604517578925e-4,1.834387399715959e-4,2.2068157883289603e-4,1.846738079254043e-4,8.179790644569185e-5,1.2522432511088977e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.1727995630682735e-2,1.5097766112214268e-3,6.947392701679681e-4,4.1566192768730274e-4,2.3749897614444007e-4,1.0054688833316654e-4,2.5435575008690714e-4,1.0903002556794661e-4,8.396715490855945e-5,7.93181619675766e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,5.665113214195647e-3,8.748285272866534e-4,4.1944183857802034e-4,4.2998934980249684e-4,2.1588140596028775e-4,2.863533550312228e-4,1.27499665865101e-4,1.8097180512143202e-4,2.4475273344917606e-4,2.7568893064396473e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,5.224132052276493e-3,9.936147224950272e-4,7.833400939320089e-4,1.2529392448210996e-4,3.8046626515837636e-4,1.1021884392717156e-4,1.9492734533133353e-4,1.5309624959418617e-4,1.5437804056323923e-4,5.6194003603021714e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,2.1132637687333734e-2,4.3491876904951527e-4,4.574587350059797e-4,4.330918388154089e-4,5.369471664389402e-4,1.882226582629776e-4,1.219128801607421e-4,8.782228751607452e-5,1.4953770532576265e-5,2.944830059064281e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.250293819760517e-2,9.026730298647445e-4,7.682540364812294e-5,2.3842361433893777e-4,3.044526191028711e-4,1.4894221826875864e-4,2.671641104253202e-4,4.274745850755494e-5,1.7228421104179632e-4,1.672719359491659e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,3.297732834836517e-3,1.3163278813958807e-3,5.938264671165496e-4,5.066602305471993e-4,1.3420242990816282e-4,9.375730759777663e-5,1.4417622806657776e-4,2.513675753377036e-4,9.34639858203841e-5,1.0759242566006936e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,2.9954702290433113e-3,8.59577047624919e-4,4.673353179965446e-4,4.206247487992731e-4,1.6532681892295433e-4,4.8140813028861216e-4,1.3112962134447396e-4,3.189561985248626e-4,3.376235587255371e-4,1.4331852521236635e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,6.783692172411172e-3,5.897908054666801e-4,5.800732369795644e-4,5.589387649772336e-5,1.8432629717508343e-4,1.710469725493618e-4,1.0428039834277413e-4,1.7214439942058314e-4,1.2561819761097048e-4,2.056964896430196e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,2.6882460272643722e-3,4.1410106303681193e-4,6.740824715341495e-4,4.515351288283814e-4,1.535537739654532e-4,1.2824970099053709e-4,1.9193970357339564e-4,1.57741081157436e-4,2.758362658851399e-4,1.380573267555456e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,6.114309663412056e-3,7.064615199073639e-4,1.6883743792710845e-4,1.8101986205588038e-4,3.2594278828832575e-4,4.0190186533011363e-4,1.483788284890017e-4,1.593253890446449e-4,9.295538086927149e-5,8.586483523235995e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,5.592775786807506e-3,1.1503648308085976e-3,3.1946930133116625e-4,1.34642991969243e-4,2.1722409544335007e-4,1.5981370227471643e-4,1.9672733583963567e-4,6.389828399048451e-5,1.728246948462641e-4,6.554386097960786e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,9.459734108623264e-3,1.9850892829394156e-3,2.720234956690939e-4,5.279310777298951e-4,1.4239391920099656e-4,2.720334629031508e-4,7.987147458596029e-5,1.865892586016904e-4,3.457504319277923e-5,5.783172583408397e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,3.5648540007467144e-3,8.580733362592613e-4,1.5864317225848073e-4,4.856068097746067e-4,2.933416216978832e-4,7.364364188386374e-5,2.090626452272719e-4,6.663900336828868e-5,8.35010360078853e-5,5.835121678570966e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,6.559499019614346e-3,2.5817143682365313e-3,6.574251693669923e-4,2.609571108680615e-4,3.5671150697510687e-4,1.3183702232636124e-4,4.2080690438248136e-5,3.076235953606548e-4,1.5387462089719455e-4,2.1086314509230096e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.158715038000996e-2,1.267524922043556e-3,5.724173332284383e-4,1.0362135890310624e-4,2.83743665924748e-4,1.9739241072842687e-4,2.234837898196795e-4,1.0076119264951797e-4,1.1519027243097279e-4,1.216427023283007e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,8.719382284883843e-3,6.024054819295506e-4,2.192981479319095e-4,1.7467626451835093e-4,2.1115958245053863e-4,1.6973914244576059e-4,1.9743996669597088e-4,1.2624014550132286e-4,1.601380925787718e-4,2.3765024126966815e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.0287629523942566e-2,1.0066829419070984e-3,3.626962399100569e-4,1.8919315805450204e-4,2.7340039307510613e-4,1.445804288004362e-4,8.842150853796606e-5,7.254212916578396e-5,1.458159297039374e-4,5.149031061213124e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,5.448111781679622e-3,7.975803992186351e-4,2.301335302221921e-4,1.2450423372137935e-4,2.589342267339057e-4,1.9254077228775908e-4,2.452720055335165e-4,3.2643235913240815e-4,1.3003062050593716e-4,3.034534925168658e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.2260242751995179e-2,9.003864242794176e-4,2.355909645870163e-4,3.935129931640143e-4,1.963921327088607e-4,2.883206892019231e-4,8.568344454980938e-5,2.9768472371909777e-4,1.1404332029883637e-4,1.2515919333472286e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.1651722455040482e-2,8.903001125690822e-4,1.1555695695579476e-3,1.3307153702090042e-4,2.6613180191837195e-4,2.803109946068129e-4,2.585692478896929e-4,2.196670669571532e-4,2.0558987130528134e-4,2.788161747686955e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,5.481496793417962e-3,2.641433877872278e-4,9.71211359520204e-5,1.54868109421837e-4,2.2438773043897758e-4,4.133789559422668e-4,2.0208854052903771e-4,1.2917950644675497e-4,1.9902731999547982e-4,6.461044961956759e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,9.497212771071394e-3,7.950678883106365e-4,1.5815661748558513e-4,1.4172906772997652e-4,3.4214946938593803e-4,3.57912081010872e-4,4.8931888244653824e-5,1.791333670150934e-4,5.411529807853631e-5,1.0775828564132772e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,4.25081374534632e-3,2.0991298999750753e-3,9.262482783903175e-4,2.477766141219933e-4,2.7092812431497404e-4,1.3297030378216603e-4,1.676218232843649e-4,9.476156883177472e-5,1.518825376001817e-4,5.715126086491612e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,5.4606291111749874e-3,9.655973961295514e-4,6.656662175594723e-4,4.544878099078972e-4,2.9830217788432746e-4,1.1503634740907536e-4,6.490259570174697e-5,1.8447046502266182e-4,6.974305484061809e-5,7.578886429840132e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,7.1576045278779e-3,9.22688683181249e-4,4.306698934613683e-4,5.256636986952687e-4,2.0841400623276287e-4,1.0743966801471166e-4,8.48594117607189e-5,1.0017040730834635e-4,1.5548660893262907e-4,1.1394252930625151e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.1931296737513216e-2,2.1920142912214315e-3,4.2738757014829554e-4,2.763041146719748e-4,3.4639209816877877e-4,3.734259684845722e-4,7.819016505376743e-5,1.8640719124784447e-4,1.4724338360801344e-4,1.0137513091238923e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,4.604751848896394e-3,6.592148680143422e-4,6.969165937916874e-4,3.597736051888776e-4,2.641426262462599e-4,2.806737363335458e-4,1.124271732180011e-4,1.6953315715784525e-4,4.433468303534485e-5,1.396593797224131e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,4.655530094368453e-3,4.157929875799034e-4,4.5264367331472426e-4,2.3630682795641907e-4,6.261346843557656e-5,6.482139198583257e-5,1.3626704196986576e-4,1.2518274109657505e-4,1.816280585250883e-4,7.839811381795883e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,3.966635738155608e-3,6.286701544565489e-4,5.566719157800376e-4,5.210727200021348e-4,1.560525791404892e-4,2.783924595803973e-4,9.597461107265165e-5,9.853629625824236e-5,3.3566667414282434e-5,1.1455872601193661e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,8.080205703693966e-3,1.7262117312065164e-3,4.253097186321484e-4,1.8101530009554767e-5,2.101529893968241e-4,1.1992676047881221e-4,2.680386120696883e-4,1.849167634165267e-5,1.12487855069061e-4,2.2148575759528265e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,5.287667947913377e-3,5.451690803357041e-4,2.3015840422225273e-4,4.1658493019561737e-4,3.829991275024194e-4,1.4466816545898444e-4,2.1895719257762904e-4,1.3945372016577803e-4,8.764541803033457e-5,8.709117010373044e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,7.930792603704329e-3,8.740629389926459e-4,7.585568052133783e-4,3.196591792528731e-4,1.860843477236243e-4,1.0366495734565208e-4,9.013756896901026e-5,1.824755860369712e-4,5.5418761189374855e-5,8.413492875303187e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,3.5094268501162373e-3,7.608374682265683e-4,2.1474652996544374e-4,6.811372451394804e-5,1.3872941117598885e-4,2.456476976890234e-4,3.1197619294111604e-5,2.5387053835380056e-4,5.0392179608492156e-5,9.360582130107508e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.7432855870964183e-2,4.610792456676265e-4,1.9805121692288924e-4,5.659325168103041e-4,4.230731300494195e-4,2.302640823156057e-4,1.4617247355470714e-4,2.181162787257638e-4,1.0025228406489926e-4,1.718775658167838e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.0106602014379877e-2,1.1577219190096188e-3,4.4594705535259656e-4,6.781939860758999e-4,4.0760719179877753e-4,1.96748489311201e-4,1.3054220454364308e-4,1.3266264758501423e-4,1.9937476707192618e-4,2.122483961496265e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,4.59498774797425e-3,7.192833544425807e-4,6.345828232569497e-4,2.0451632226124565e-4,4.3420623725668643e-4,1.3029996037894364e-4,2.3230873912692077e-4,5.7750539959761413e-5,1.2932904681603078e-4,4.2382734418214925e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,7.145744342202477e-3,7.989613983495451e-4,2.763683685825986e-4,7.716378365695982e-4,3.29615148532773e-4,2.284883964226486e-4,3.532546170715368e-4,1.6890954068504043e-4,5.292221838806735e-5,8.881893346893201e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,4.552263386987466e-3,6.151520062666899e-4,7.971168803009359e-4,3.4085445133888535e-4,1.798320518354758e-4,2.1453313585629267e-4,3.469207904351455e-4,1.5248671846565504e-4,1.2711107461937902e-4,1.9025252296609547e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,9.573966527843529e-3,1.2337794534010406e-3,8.795971437099781e-4,4.7409239365760365e-4,8.369345309288163e-5,1.8762415338072528e-4,1.4110422586569856e-4,2.0103460677909735e-4,1.831723801388205e-4,5.962681707248101e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,6.521530977693856e-3,1.382223706951729e-3,3.173573175867143e-4,5.542804393837671e-4,9.532247065205366e-5,1.9160156120366385e-4,1.629571453367476e-4,1.5570859167855907e-4,1.1788340979842073e-4,7.35506291199466e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,9.518968022719204e-3,9.89561850434433e-4,3.5238606393943854e-4,3.7891412512063623e-4,1.308658546692531e-4,2.1748583035137198e-4,1.227092124350904e-4,2.652977439503981e-4,4.862618085824799e-5,4.680886459926671e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,6.762257226978874e-3,7.296876136203617e-4,3.1848309335130633e-4,2.1487969604265078e-4,3.365485111371271e-4,3.043252164271037e-4,3.18111719740926e-4,1.2473388101942227e-4,3.469445260115408e-4,6.296613328355349e-5
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,3.701257909615471e-3,2.49933858467166e-4,8.691028772948486e-4,2.76147630490877e-4,2.1805664215865167e-4,8.727673859337272e-5,1.953673469248197e-4,2.4071871661154052e-4,9.72025036625198e-5,2.0268285447874995e-4
Dice.dice_hard,Dice.dice_hard,smc,random-fu sampler,KL divergence,1.2222524676179378e-2,9.12421412342515e-4,3.8276134971141154e-4,2.58506676334051e-4,1.0525927082062842e-4,2.689703887166386e-4,1.3176864946857478e-4,6.363555842820519e-5,8.89322824309732e-5,1.2238267881022128e-4
